GSM862051,GSM862052,GSM862053,GSM862054,GSM862055,GSM862056,GSM862057,GSM862058,GSM862059,GSM862060,GSM862061,GSM862062,GSM862063,GSM862064,GSM862065,GSM862066,GSM862067,GSM862068,GSM862069,GSM862070,GSM862071,GSM862072,GSM862073,GSM862074,GSM862075,GSM862076,GSM862077,GSM862078,GSM862079,GSM862080,GSM862081,GSM862082,GSM862083,GSM862084,GSM862085,GSM862086,GSM862087,GSM862088,GSM862089,GSM862090,GSM862091,GSM862092,GSM862093,GSM862094,GSM862095,GSM862096,GSM862097,GSM862098,GSM862099,GSM862100,GSM862101,GSM862102,GSM862103,GSM862104,GSM862105,GSM862106,GSM862107
6.242079832,6.266526943,6.35913962,6.268902202,6.36004476,6.494817027,6.339049833,6.288318181,6.406556609,6.363127581,6.21668001,6.255005791,6.347062999,6.315732324,6.366191306,6.221482946,6.489126675,6.348406919,6.46344377,6.194866545,6.282140578,6.316619373,6.283439748,6.433871001,6.314949014,6.218861428,6.450969164,6.416721809,6.577291492,6.39965388,6.350745967,6.240685413,6.139313906,6.40554408,6.413365171,6.378697167,6.420628448,6.500214297,6.086156279,6.129828334,6.270588401,6.05418785,6.379032713,6.301411034,6.273210929,6.182916134,6.455959568,6.33357836,6.214713707,6.410147027,6.284169831,6.271138467,6.476328091,6.14028136,6.404388726,6.4045874,6.276419854
9.102290077,8.887396684,8.833023633,8.686037276,7.529671821,7.393173721,7.465517602,7.448286005,7.154275432,7.290662983,8.798292312,8.561549401,7.949382779,7.684126635,7.383442941,7.597504313,7.440256891,7.183469059,7.261269767,8.748382569,9.12218895,9.152484239,8.324706088,7.793118472,7.678350488,7.339481167,7.237623089,7.440841755,7.470889701,8.545460266,9.033273391,8.149942028,7.705916265,7.701788226,7.67179336,7.445994784,7.288452397,7.389239174,9.456408445,9.53236568,9.324575217,8.401502905,7.938066643,7.78448293,7.969874652,7.862728004,7.455650951,7.342807501,9.149178944,9.172505965,8.227921703,8.533375061,7.899718088,7.983242035,7.50103456,7.382405995,7.765052876
6.383058899,6.466930355,6.391233673,6.31110216,6.237264614,6.429233865,6.334761699,6.3770979,6.287710762,6.210039229,6.30126514,6.240084369,6.480581678,6.326774711,6.284505292,6.347703053,6.302493883,6.369810648,6.294104904,6.451014305,6.298795363,6.36863484,6.339586082,6.441301492,6.288220228,6.239475766,6.423905621,6.282098642,6.230138356,6.584611896,6.156773612,6.480146588,6.288670333,6.404751437,6.330764581,6.368010531,6.336707218,6.309898086,6.294642348,6.285807232,6.348443323,6.403863702,6.23643722,6.286552792,6.274882873,6.400548835,6.214274888,6.320258398,6.269486103,6.404244754,6.288305025,6.436942556,6.245062572,6.255184275,6.402471812,6.482004661,6.241203124
6.147704883,6.075980827,6.321244913,6.255237935,6.189022426,6.157541994,6.169060685,6.025686886,6.122868762,6.259384593,6.182181624,6.145684461,6.264594912,6.195320242,6.184885725,6.04274635,6.356498139,6.061737498,6.073085896,6.19969311,6.17416219,6.230895537,6.247832322,6.220887869,6.399879958,6.085974093,6.297072249,6.20984099,6.272822034,6.133957487,5.884913452,6.14471605,6.163745078,6.198542141,6.217077582,5.898676177,6.365617124,6.235689427,6.17900738,6.121100449,6.244999165,5.913880872,6.214105879,6.165210756,6.122266915,6.018647604,6.169789465,5.962784459,6.140549436,6.282614279,6.340736881,6.121975161,6.165651048,6.322033227,6.302663842,5.997603976,6.240301392
6.004481407,6.038785716,6.135401158,6.069880475,5.928200843,6.151839561,6.125127488,5.891288392,6.117362316,6.226188067,5.955044211,6.041100208,6.19330654,5.960111819,6.116173299,6.174826639,5.895991768,5.978638259,5.993800817,6.951136865,7.137739494,6.617990069,6.606148415,6.521824168,6.53852501,6.436068421,6.405282859,5.810085568,5.918539841,7.143731319,6.699744381,6.411048062,6.799936963,6.716148403,6.475326749,6.270704269,6.225059536,6.144017497,5.991424785,6.070931522,6.176879285,6.185234485,6.02245521,6.103967039,6.099688849,5.876402846,6.551982875,6.043015169,6.121844056,5.976958118,5.839163126,6.067820851,6.049693802,6.042184906,6.082044813,6.167976733,6.143852469
6.011821516,5.979849805,5.910219929,6.063755619,6.172306264,5.899055663,5.709247993,6.031563262,6.039859769,6.252387481,6.02912881,6.072399007,6.063922828,5.979971864,6.214178292,6.132634061,6.156888764,6.155320326,6.18339697,5.842735831,5.808374952,6.362290759,5.865090751,6.187332226,6.1160795,6.196968691,6.219112905,6.235221085,5.967641871,5.929659606,5.890704024,5.981819761,5.601169135,6.355448171,6.014578657,6.124066389,6.203753261,6.14982831,5.696356054,6.035583006,6.114944119,6.213443472,6.208059314,6.085064526,6.242136605,6.023670938,5.989740881,6.206711249,6.373692177,6.171230449,6.313105538,6.204814919,6.280481305,6.233425922,6.240733698,6.145944922,6.167815342
6.23959917,6.250785276,6.183608938,6.457765807,6.187665509,6.41746999,6.416218613,6.281759977,6.231332079,6.158931328,6.129007531,6.276989475,6.330873429,6.238595444,6.225778689,6.26930739,6.252876498,6.403263437,6.356498139,6.38102539,6.235834826,6.189356506,6.224580877,6.275785834,6.293843058,6.175665488,6.495837841,6.234865022,6.201955174,6.290379399,6.305762455,6.31643064,6.212306437,6.093296809,6.132003774,6.2811925,6.375908106,6.318505494,6.091311504,6.301582166,6.322167813,6.488373221,6.138582976,6.264405821,6.246068895,6.246646614,6.328649566,6.267703848,6.387365242,6.295957369,6.221312265,6.114047321,6.083478094,6.21951642,6.23845612,6.236170352,6.269404222
6.411932252,6.32625044,6.424611257,6.246686234,6.463143845,6.413210066,6.2173095,6.443297421,6.267554124,6.340328995,6.31299947,6.28075736,6.421163293,6.291249862,6.563186086,6.262410543,6.394196214,6.26753102,6.339275245,5.991549783,6.288537114,6.310530046,6.202240954,6.370886838,6.3933565,6.443545931,6.386133731,6.374878511,6.425310943,6.37586344,6.404496605,6.247300016,6.461379665,6.323333402,6.373845976,6.464465208,6.291295806,6.434912231,6.400768259,6.36024803,6.450743939,6.405069356,6.296095881,6.580096908,6.162051889,6.192539679,6.334073956,6.377002274,6.375006976,6.373417332,6.597577722,6.326670222,6.394758668,6.288318181,6.345843614,6.514974508,6.279959708
6.517507742,6.76005006,6.730655253,6.384414801,6.453417038,6.312813107,6.434736425,6.183374418,6.547206077,5.850547547,6.301323597,6.576316893,6.522792447,6.51200164,6.407368014,6.353053607,6.119887956,6.085307137,6.197306076,6.282208461,6.277229011,6.429171235,6.205877873,6.305909852,6.4333996,6.068856653,6.143029265,6.124232883,6.485706031,6.31840165,6.330071274,6.256039964,6.132327242,6.020088637,6.255050943,5.985952219,5.90318698,6.148200782,6.123845416,6.251438007,6.7942061,6.27669153,5.935476683,6.485993698,6.543999137,6.163439702,6.176035943,6.122078641,6.219702752,6.270793847,6.354542275,6.211011254,6.35850988,6.232201375,6.154731609,5.888297876,6.10799683
7.949968351,8.187219615,7.877129535,8.834228864,8.770750298,9.346413901,8.549083357,8.483374888,7.828939546,7.919856512,8.133693901,8.170931611,8.592413154,9.30963533,9.426927811,8.724719596,9.089096037,8.265377381,8.634992713,8.281381279,7.980140941,8.334565888,8.555359866,8.474164636,8.480643673,8.510735723,8.759958708,8.282086669,8.886515154,8.16265264,8.327118804,8.898292278,9.284886951,8.76592798,8.808054757,9.238253179,8.723126411,8.922383147,8.14824746,8.189763344,8.390298664,8.428042171,8.361695789,8.70352761,9.205310943,8.394525496,8.342674349,8.879553033,7.932913517,8.264277399,8.746202858,8.498633357,8.443880641,8.851338243,8.932115002,8.778562156,9.658139549
6.131965423,6.068471781,5.938683664,5.952286936,6.005506093,6.017532713,6.00207561,5.997407579,6.008004933,6.111865106,6.267003217,6.156047007,6.137146225,6.025686886,5.948558951,6.007936993,6.296032677,6.176022251,5.853149526,6.347433746,6.017844179,5.91452725,5.989831734,6.006288201,6.029269215,5.979257731,5.915887758,6.332328606,5.930547336,6.069626618,5.934490072,5.937438774,5.877358062,5.960286691,5.853518851,5.939949976,5.868503752,5.854345347,5.915981343,5.86864234,6.086813311,6.119759174,6.089485719,5.96841483,6.046839122,5.829037709,6.091701632,5.805274739,5.816889978,6.25752828,6.037075678,5.974425728,6.194085115,6.001870204,5.945656034,6.283439748,5.933336801
6.195343401,6.156683547,6.388172124,6.293683455,6.009553316,6.139733309,6.217388424,6.310176401,6.065379496,6.256482141,6.303161831,6.064156306,6.374735701,6.035694856,6.040719882,6.197667787,6.285556756,6.329594143,6.26444269,6.364844759,6.276352495,6.169388859,6.220565786,6.116020327,6.333512843,6.371245888,6.03968185,6.137157131,6.215472994,6.148227163,6.213871137,6.210571811,6.181045652,6.278208885,6.187908393,6.303141623,6.212415577,6.272698519,6.365391347,6.211411539,6.008707918,6.295763981,6.253592936,6.148176221,6.144383811,6.143305241,6.275006253,6.242126535,6.193065914,6.157312088,6.32039545,6.390994504,6.252499758,6.321395295,6.288160985,6.189084743,6.219147821
6.233352726,6.512516483,6.239730225,6.439111608,6.481395276,6.395986535,6.272017086,6.257774946,6.466313686,6.36863484,6.455326205,6.210558965,6.451709914,6.238827629,6.351311116,6.25426341,6.195391937,6.434359017,6.218391698,6.378709589,6.269207478,6.230659363,6.311012637,6.3350202,6.371107954,6.395634937,6.243522989,6.431147155,6.468241727,6.405905079,6.419681919,6.306485359,6.34259038,6.316368397,6.246895444,6.280391545,6.17900738,6.292992817,6.501918586,6.43236298,6.372799889,6.458265042,6.308531118,6.483295104,6.261116779,6.405403536,6.340417143,6.241711338,6.457602856,6.184431159,6.453980245,6.320373966,6.174144376,6.389369677,6.246728588,6.463715637,6.283679595
8.726846797,9.234415191,9.040485067,8.940484007,8.347183411,8.428836688,9.692086746,9.129808608,8.862704162,9.644467726,9.872629123,8.958958558,9.176022487,8.295405348,8.35070522,8.900387227,8.85242286,9.365721794,9.363275981,8.648552424,8.764014299,9.005303089,9.23574986,8.96718844,8.939416919,9.027425897,8.926388024,9.02184294,9.184820361,9.422389584,8.767677688,8.643069603,8.068201577,8.238824222,8.941702521,8.884468562,8.687410153,9.349076125,8.163784224,9.441385805,8.686496106,8.275532722,8.446962639,9.079370594,8.887396684,8.985873769,9.290479139,9.779207695,9.371279284,8.420081617,8.55342427,8.445559936,8.683491478,8.843151731,8.687410153,8.83851073,9.174318665
9.606447824,9.619078432,10.12638977,9.141731014,9.61544171,9.294697279,7.804347396,7.336972416,7.193837222,6.808182683,9.598823684,10.20446535,9.73333785,9.48677179,9.179134661,8.71159926,6.963219724,6.630805677,6.591446066,8.903749186,8.679804222,8.282494354,7.562257465,8.29286509,8.177753316,7.651232298,7.705916265,7.242390019,6.82230237,9.882530812,9.743108867,9.137241349,9.003802085,9.042532337,7.978156668,7.164715257,6.564822294,6.462797649,8.051707111,8.811279088,9.656714521,8.565202369,8.740670245,8.352347857,7.921811504,7.346847582,6.903292453,7.080741736,9.246217969,9.481915724,8.541236102,7.404987035,8.921679996,7.902121445,7.5362076,6.818403545,6.899814215
6.226188067,6.250479148,6.219247378,6.142871254,6.072244525,6.203430207,6.138474065,6.447947059,6.224995695,6.289342392,6.316851053,6.158398795,6.264760299,5.999863368,6.092162489,6.072985614,6.010972801,6.277945166,6.161115821,6.161600391,6.131907815,6.068453569,6.084466158,6.012179066,6.087578665,6.239445172,6.087281501,6.092720571,6.285302484,6.144371187,6.023174091,6.367143563,6.096738426,6.04052921,6.262613471,6.111490666,6.015676677,6.061247297,6.367312506,6.10013295,6.141918203,6.073477891,6.204906405,6.177535019,5.980293513,5.96116886,6.315571281,6.091619665,6.047021519,6.089160565,6.143506405,6.144523471,6.152444266,6.081116203,5.957112485,6.049421239,5.877069091
7.169849383,9.137711067,8.748382569,9.852773961,9.225812771,9.624899236,7.537579732,7.241706147,7.182506416,7.013842703,8.377230076,9.374507365,10.97982992,10.43007991,9.721450014,8.346482202,7.070163959,7.637778772,6.874343755,7.515312946,8.462913385,8.11659109,8.88550468,8.901828865,8.281710744,7.339974101,7.058255042,6.923076677,7.190572556,8.5258706,8.7180108,9.842092558,8.742230832,8.507386347,7.62698772,6.911343523,6.782344686,6.915127424,7.913715397,8.001984066,8.105288574,8.836382555,8.352819203,8.182502836,8.004191798,6.925700185,7.236374535,6.98198942,7.676822997,8.021844488,9.133214989,7.880924174,8.182960213,7.748789024,7.038385391,6.933233898,6.708680195
