GSM862051,GSM862052,GSM862053,GSM862054,GSM862055,GSM862056,GSM862057,GSM862058,GSM862059,GSM862060,GSM862061,GSM862062,GSM862063,GSM862064,GSM862065,GSM862066,GSM862067,GSM862068,GSM862069,GSM862070,GSM862071,GSM862072,GSM862073,GSM862074,GSM862075,GSM862076,GSM862077,GSM862078,GSM862079,GSM862080,GSM862081,GSM862082,GSM862083,GSM862084,GSM862085,GSM862086,GSM862087,GSM862088,GSM862089,GSM862090,GSM862091,GSM862092,GSM862093,GSM862094,GSM862095,GSM862096,GSM862097,GSM862098,GSM862099,GSM862100,GSM862101,GSM862102,GSM862103,GSM862104,GSM862105,GSM862106,GSM862107
6.397268354,6.461617888,6.422102349,6.469003928,6.617550639,6.465494614,6.478597604,6.345705188,6.373794623,6.405943074,6.490954229,6.534273139,6.409385631,6.345404957,6.496459094,6.333764687,6.53173285,6.555484124,6.286465585,6.603899163,6.400531202,6.488083294,6.464373234,6.401304968,6.466192437,6.544235041,6.533678397,6.516430128,6.446742248,6.569089677,6.54953213,6.616009154,6.520628626,6.515561795,6.552992079,6.525730057,6.702239413,6.336555393,6.428896978,6.347519233,6.262742364,6.530024277,6.325784612,6.378185003,6.462505677,6.386497886,6.348786002,6.425374408,6.443936757,6.341876479,6.326878817,6.257729288,6.487905825,6.395858757,6.323081663,6.192447911,6.435094525
6.317933619,6.230313936,6.340623201,6.214473735,6.336669414,6.242837794,6.227652155,6.291928563,6.115422353,6.352546303,6.124644817,5.98823761,6.457176839,6.181577923,6.236808873,6.153745776,6.462097771,6.19977938,6.379909223,6.369834673,6.087717672,6.247956689,6.277714025,6.198367448,6.239364079,6.271127858,6.20984099,6.193282378,6.240685413,6.227744284,6.314999455,6.213453026,6.116546902,6.256039964,6.281739042,5.963272037,6.069711081,6.120535733,6.164156134,6.383198798,6.255193535,6.139147139,6.343201463,6.272154237,6.308963024,6.179911005,6.271840277,6.200908513,6.061737498,6.228201391,6.216986148,6.168855248,6.27260266,6.186194643,6.193999919,6.415580309,6.277765278
6.090533976,6.303161831,6.131542814,6.283178619,6.180416442,6.151354999,6.129701426,6.209106852,6.21448563,6.152264289,6.145708913,5.945263135,6.127459254,6.180087709,6.175849848,6.192221144,6.056899782,6.248783145,6.291585055,6.084255333,6.091488545,5.953065715,6.234198175,6.120206901,6.156094558,6.072713849,6.367705129,6.162261371,6.151554739,6.104749065,6.082828979,6.128407737,6.247506022,6.222345997,6.257515921,6.021472042,6.170055957,5.99162684,6.30110147,6.284469255,6.083327868,6.134484139,6.113256688,6.103633861,6.15603403,6.191035958,6.216850403,6.004644451,6.141074969,6.190427338,6.279566385,6.179927323,6.053649237,6.099400636,6.346864222,6.075802877,5.998589769
14.17272512,14.04449429,14.11888559,14.18301348,14.12956755,13.89628779,14.08732891,13.71558587,13.74381074,13.29058859,14.01865523,13.85876669,13.95631689,13.73641597,13.76058896,13.61378992,13.8079753,13.98770304,13.83816387,13.87675884,14.15030846,13.99765636,13.87675884,13.62967277,13.84783061,14.04449429,13.59524947,13.46635495,13.90780269,14.14002156,14.2233993,13.84783061,13.79674352,13.86796611,14.21390692,13.85876669,13.81803141,13.79674352,14.29091654,14.11888559,14.36182678,14.3492007,14.27899013,14.19371177,14.24657802,14.05413459,13.84783061,13.86796611,14.27899013,14.49992045,14.44914679,14.4090698,14.14002156,14.15030846,13.84783061,13.88643,14.12956755
6.220340297,6.30080915,6.083965575,6.309372155,6.518088728,6.45010452,6.21904726,6.307745293,6.396618954,6.325538302,6.218697145,6.227124511,6.191337728,6.291622601,6.392115597,6.586718822,6.257596717,6.316182621,6.399578871,6.371075458,6.209242581,6.369691377,6.198342594,6.187979051,6.216961731,6.463525928,6.478691059,6.408279515,6.386286763,6.156810891,6.188309843,6.288367718,6.360993687,6.334084775,6.418388643,6.439297535,6.311539752,6.538169858,6.471804291,6.428163327,6.28930081,6.128493413,6.254253575,6.197541656,6.1367553,6.128289116,6.410308603,6.33388138,6.180343965,6.184978847,6.142912424,6.158814174,6.300031618,6.322718117,6.239609776,6.433157584,6.328606407
6.515827395,6.214020844,6.343567977,6.415878732,6.457536836,6.239609776,6.560785368,6.454563683,6.869930062,6.424866203,6.445099801,6.769472386,6.244188735,6.458054249,6.706646203,6.375796369,6.66294923,6.724166976,6.536644037,6.384789402,6.424806177,6.588766864,6.407511179,6.381253166,6.409359846,6.538003729,6.689015859,6.734583985,6.812285582,6.3163634,6.31511357,6.288720363,6.511601884,6.753503325,6.64951352,6.726197109,6.66294923,6.611122921,6.287595118,6.343863754,6.70783048,6.382518938,6.558255312,6.556648461,6.741352082,6.724377538,6.746765912,6.535378058,6.432551556,6.41021054,6.87735446,6.646059355,6.930752775,6.531925546,6.740318431,6.888185561,6.544786454
6.313240043,6.422145406,6.329409987,6.119174552,6.254061291,6.192389109,6.267657081,6.130413495,6.238688748,6.286884822,6.206126723,6.226004555,6.219290731,6.072224857,6.269715572,6.157154476,6.280581588,6.438603819,6.320206572,6.309514847,6.274404925,6.137242466,6.161396897,6.252399187,6.12274282,6.024119333,6.339945547,6.434778123,6.136980306,6.303330505,6.225993883,6.096931599,6.35188906,6.263728712,6.271960838,6.19965325,6.305314696,6.325506692,6.49936149,6.188096009,6.150402115,6.277528718,6.277905372,6.372561645,6.152805526,6.27185383,6.208059314,6.279879666,6.286277219,6.562401993,6.195898206,6.322877859,6.174402955,6.262679999,6.209656402,6.346379507,6.228416327
5.984623246,5.928609554,5.77067828,5.91238872,6.079216937,5.972205235,6.068197701,6.021485564,5.885300133,6.04966669,6.044716499,5.705117946,6.003044211,6.196578072,6.025299024,6.023026171,6.086140805,5.789348377,5.89462352,6.220351109,6.040073814,5.849320861,5.910516417,5.921406353,5.876091918,6.131068728,6.05100256,5.970758871,5.896097385,5.962678435,6.052802736,5.990210789,5.959506405,5.973975691,6.066898677,5.988323982,5.957807341,6.037436968,5.866441283,6.156577543,5.844725817,5.898676177,6.309689647,6.047935944,5.994534633,5.738893107,6.046723696,5.947756516,5.727416622,5.948446533,6.10643283,5.781827811,6.098290664,6.047867727,6.004644451,6.167412329,5.925488094
7.904524646,8.117919718,7.880924174,7.910228053,7.453275201,8.065355821,7.630463385,7.696079684,7.531546978,7.207299377,7.897607,8.533375061,8.598338349,8.119844527,8.063076823,7.903573555,7.428112323,7.231530119,7.303538155,7.438914099,7.640741764,7.807308546,7.625800134,7.426419263,7.491540985,7.421508056,7.549226165,7.804665856,7.446298605,7.584018362,7.692644423,8.174527996,7.737154467,7.65178003,7.42544464,7.427529697,7.245024444,7.264418266,7.647469912,7.804347396,7.411021323,7.662597456,7.316925738,7.63223467,7.440561175,7.431882549,7.114793299,6.871361044,7.737154467,7.300846274,8.026001305,7.290936727,7.400665992,7.521970796,7.431309493,7.080988733,7.144913397
13.9763322,14.08732891,14.03464135,14.16140338,14.16140338,13.88643,14.11888559,14.17272512,14.04449429,13.89628779,14.15030846,14.01865523,14.15030846,14.19371177,14.23232828,13.9763322,14.01865523,13.88643,14.02629725,14.11888559,14.11888559,13.9294047,14.19371177,14.07539574,14.12956755,14.18301348,14.07539574,13.79674352,13.94806827,13.66879562,14.05413459,14.11888559,13.99765636,13.99765636,13.93890338,14.14002156,14.16140338,14.02629725,14.26923618,14.3967881,14.52960708,14.29091654,14.57398523,14.43449185,14.15030846,14.48650326,14.27899013,13.78750083,14.09738315,14.37279536,14.38466501,14.24657802,14.46046593,14.55907714,13.77848464,14.21390692,14.29091654
6.276407807,6.256222392,6.34202924,6.264530052,6.212836783,6.573313799,6.31161472,6.211365229,6.146373069,6.314478541,6.404922849,6.370302598,6.248360434,6.324603346,6.304179604,6.215667487,6.30623131,6.391595477,6.279380023,6.25715573,6.405681939,6.285915559,6.262821852,6.403876549,6.198704124,6.075561169,6.30126514,6.451385967,6.184207733,6.202220365,6.496556627,6.329398863,6.252114836,6.298716116,6.222108712,6.266372952,6.359114877,6.241954796,6.443415316,6.324617041,6.230793378,6.251743764,6.184792645,6.144156418,6.478919391,6.204472434,6.202932513,6.338924979,6.38826756,6.438685311,6.293202582,6.247578171,6.380827233,6.362600893,6.294683776,6.385660022,6.293133465
7.196483973,7.314925138,7.466302993,7.577116829,6.805843586,6.637855376,7.200932928,7.773848167,8.287971642,8.535934158,6.79476057,7.141754508,6.498762445,6.188683804,6.344663937,7.244562073,7.849484108,8.236078132,8.985873769,7.142453241,7.3303489,7.409906688,6.979197934,7.097664463,7.302379223,7.390642102,7.721457526,8.578066267,8.994025353,7.141362643,7.959391545,6.831373619,6.360674085,6.675247493,7.492866723,8.137700287,8.47693633,8.942893776,7.11831585,6.499455247,7.277256601,6.97951413,6.704066861,7.136923214,6.926392018,7.617201399,8.89708452,9.213875488,7.215875734,7.772568802,7.266580423,8.042914968,6.960172865,6.732405779,7.890611713,8.366275859,9.415915412
6.334590672,6.459690518,6.403188747,6.297732651,6.213569305,6.428061425,6.358639369,6.471385219,6.341512949,6.498964736,6.083813304,6.489912382,6.428443596,6.39277936,6.498734395,6.369190381,6.572775249,6.34992924,6.307343796,6.413545243,6.350668163,6.53588258,6.338489523,6.384038863,6.257004995,6.38256686,6.273818402,6.278282717,6.374072821,6.399171901,6.540559167,6.327846915,6.416486282,6.438471507,6.499674228,6.396441744,6.44738624,6.278426424,6.398042829,6.315830091,6.381511473,6.442200683,6.428591934,6.301617161,6.347955089,6.266749997,6.055950829,6.508573567,6.25587941,6.357207305,6.388666231,6.509582551,6.721537583,6.797816753,6.315595371,6.440783625,6.498934545
6.27389099,6.273098534,6.113737666,6.258451205,6.158586845,6.071913339,6.501738636,6.329532627,6.398110155,6.355738445,6.38778534,6.394913242,6.245695874,6.231904736,6.351705383,6.229551607,6.245228747,6.160952609,6.175270401,6.295075998,6.330046051,6.20949085,6.094150163,6.356715764,6.28978742,6.346020464,6.179736236,6.085388364,6.20636739,6.301218138,6.346878725,6.15480935,6.163201016,6.253929606,6.073677448,6.236049139,6.137859505,6.143920201,6.160863146,6.424358461,6.402006458,6.175086302,6.389063844,6.19551053,6.425952313,6.226469129,6.345388683,6.168503002,6.258355786,6.274194505,6.290965644,6.265214991,6.249496009,6.466472125,6.296537902,6.434221511,6.207240302
6.055291546,6.193360796,6.030902122,6.065440159,5.940255596,6.294081036,5.889760645,6.096573397,5.975588683,6.13910799,6.282815011,5.981408065,6.40747088,5.900532989,6.06768085,6.043883428,6.175215907,6.182244615,6.001095661,6.155928448,5.965334959,6.101031015,6.113281007,6.280734123,6.015378843,6.077399713,6.03553204,6.041053716,6.003586319,6.082501617,6.164136005,6.252294202,6.005445692,6.008105557,5.976371416,6.05033875,6.107412148,6.011727016,6.078650326,6.274975333,6.06768085,6.08113124,6.069587178,5.78507543,6.0017642,6.075434218,5.976371416,6.052357771,5.95342567,6.074805857,6.121036728,6.03444058,5.944854393,6.244116842,6.065379496,6.05939079,6.122341292
6.486581512,6.168694587,6.322270468,6.439183362,6.253752585,6.242593084,6.245897426,6.220803614,6.303580208,6.282437323,6.430493117,6.426817746,6.300560732,6.44557086,6.249275491,6.266581638,6.413011498,6.28989618,6.144947393,6.375341715,6.272381576,6.183352596,6.294630344,6.142094532,6.284080778,6.26987381,6.293843058,6.388444573,6.352892888,6.353016203,6.279697316,6.395460302,6.160184172,6.213800127,6.196719676,6.442134078,6.356032488,6.302140826,6.349232629,6.328839297,6.510518056,6.459818568,6.292189754,6.246169927,6.25026059,6.251054114,6.355800634,6.203381101,6.24666749,6.31299947,6.270193672,6.306532183,6.457840927,6.294511045,6.491237229,6.379590834,6.869571089
6.289958864,6.216125516,6.385552871,6.345362386,6.376947172,6.24325518,6.417011478,6.333931509,6.200002807,6.314919193,6.267962317,6.241392287,6.379590834,6.430119085,6.256692587,6.289657225,6.260590541,6.300730913,6.330202181,6.299870507,6.199573696,6.387647371,6.247982323,6.344508944,6.208577388,6.268572789,6.323127091,6.232741737,6.253279814,6.255248393,6.361849989,6.29742709,6.488872132,6.249504342,6.371363285,6.353902696,6.329421291,6.367537998,6.211098743,6.286138615,6.295420876,6.256970654,6.392795254,6.345739512,6.344568282,6.19977938,6.374878511,6.27998028,6.262689424,6.314171568,6.356141883,6.408943201,6.358497503,6.089891806,6.440877571,6.360089349,6.36303397
6.286210395,6.410288441,6.316358402,6.464199929,6.538341271,6.262929892,6.455536454,6.334789101,6.326645142,6.321152995,6.768574093,6.148691624,6.37765919,6.480336386,6.445367074,6.568526214,6.226510348,6.328259919,6.46562928,6.316210874,6.20499325,6.544144295,6.505529688,6.371453267,6.364513879,6.098740469,6.352865781,6.153542656,6.53220251,6.528313734,6.42029518,6.432232437,6.188260333,6.100335987,6.368411755,6.398510682,6.193259583,6.16271734,6.520122537,6.489448362,6.291516036,6.643264331,6.633435621,6.207018037,6.480026531,6.076675787,6.029002337,6.51388019,6.227937084,6.35524735,6.286114786,6.404995323,6.512161508,6.411260675,6.100874853,6.364967278,6.373190974
6.435977595,6.381323731,6.562887332,6.394253192,6.313694661,6.342183043,6.291477744,6.42804217,6.276407807,6.441562773,6.373064692,6.517426017,6.4234238,6.370886838,6.376305263,6.304156128,6.391554986,6.482788361,6.350263211,6.418388643,6.270578897,6.476109894,6.04585313,6.277945166,6.251826148,6.320856937,6.262293316,6.400832969,6.382599717,6.048534835,6.363365387,6.498998936,6.273562427,6.420685712,6.260314269,6.295420876,6.35462056,6.268892517,6.370651307,6.365149918,6.3490665,6.32993669,6.39630117,6.48005317,6.461051952,6.475803962,6.293984904,6.18715051,6.378725189,6.257884462,6.321293528,6.505218274,6.378466862,6.414805326,6.393247225,6.501453003,6.421629275
6.03763862,6.121530631,6.008197806,6.162730504,6.083011093,6.103950587,5.915080134,6.2004551,6.251835187,6.040507019,6.109922722,6.046305448,6.252399187,6.06167252,6.098685822,6.410517502,6.048560451,6.046160948,6.003586319,5.963576599,5.844324854,6.19195586,6.094501814,6.217911431,6.127213444,6.29760101,6.193177505,6.105953404,5.980063611,6.08342475,6.099307272,6.116319711,5.981357344,6.083327868,6.008637874,5.883451558,6.150000903,6.246087099,6.073957779,6.131922484,6.041053716,6.189132978,6.065758624,6.141943722,6.092970285,6.305251753,6.045176275,6.023822734,6.159297084,5.977621905,5.941115737,6.229449575,6.25757222,6.152569832,5.994792399,6.24122441,6.145388058
6.494434445,6.303253176,6.554379711,6.495136909,6.451360447,6.438343106,6.278157392,6.506421983,6.440681018,6.467872691,6.54953213,6.504568672,6.277895176,6.626861923,6.340250399,6.346719968,6.330896497,6.442638132,6.278828579,6.386328026,6.49711945,6.593338008,6.355389826,6.564012337,6.331138155,6.508069053,6.396460981,6.316646238,6.45636814,6.2589268,6.507174012,6.443858843,6.600898517,6.34748351,6.483769927,6.480114929,6.507797714,6.336260922,6.428356915,6.403023994,6.506421983,6.315907169,6.45254537,6.304203966,6.515605226,6.576552218,6.573867063,6.619782732,6.529103903,6.716887776,6.571766401,6.284035238,6.485956944,6.527092796,6.298221725,6.325231329,6.395074754
6.184181174,6.00575288,6.012781121,6.072512753,5.919374077,6.012086581,5.889987307,6.275910914,6.361992897,6.163571056,6.209130487,6.207263159,6.11571736,6.022485544,6.103433585,5.718535414,5.95054949,6.200689198,6.371642768,6.047181274,6.171974996,5.997172479,6.017594363,6.091685286,5.986425116,5.807183881,5.999669042,6.234131072,6.063322742,5.919470483,6.052758412,6.159183917,6.080112883,5.985503495,6.358171032,6.009206182,6.283603825,6.119800562,6.222851425,6.225706271,6.108966266,6.102424155,6.1332949,5.974208618,6.224534961,6.111417736,5.932544873,6.082665749,6.08407956,6.0156242,6.05087287,6.132313911,6.208261589,6.075726416,6.122002978,6.019112438,5.954748186
8.332145345,8.302771097,8.230511308,8.04064004,7.052940753,6.412233066,6.299686557,6.681798492,6.688128324,6.960503438,9.063838392,8.164949154,7.616952381,6.770799429,6.468558434,6.297896572,6.330630583,6.963394999,7.107647035,7.851957267,7.858616266,7.863411924,7.645124898,6.735359854,6.675149914,6.724848651,6.529548428,6.386856363,6.942290817,8.172160374,7.820336529,6.962278551,6.700621562,6.480082739,6.612135662,6.611252031,6.903615175,6.898046362,8.681214616,8.664321898,8.40433726,7.766583576,7.195004551,6.66373486,6.723140502,6.4516849,6.575744475,6.767245028,8.994531928,8.158524774,7.748789024,7.887190197,6.848570061,6.367297749,6.453570788,6.762028982,7.258494658
6.386272672,6.267985419,6.114664291,6.181603011,6.415858138,6.2223218,6.044931059,6.311503929,6.387269542,6.139191967,6.294260802,6.113960813,6.149744745,6.234573389,6.279431966,6.176489161,6.238539759,6.321645001,6.256747921,6.347086714,6.100207087,6.247695805,6.110886161,6.202008134,6.163696675,6.27607278,6.240456933,6.35988356,6.124053116,6.092467601,6.021282194,6.167514905,6.216238509,6.184218558,6.299675131,6.261547334,6.258530131,6.467938492,6.252411695,6.171252834,6.112149692,6.001423981,6.239546066,6.110918433,6.387324392,6.180684339,5.852085474,6.085873139,6.118754051,6.184050422,6.299958687,6.232921728,6.100243508,6.192705557,6.234486817,6.163654817,6.202919433
7.797178884,8.085238764,7.875000683,7.829495333,7.565403461,6.835798916,6.443761559,6.51430798,6.021309172,6.143802365,7.807041084,7.574631275,7.567292605,7.345773041,6.891151259,6.327518541,6.358125912,6.368245611,6.423186807,6.918509955,7.656396207,7.506104019,7.379117468,7.078139612,7.167581108,6.928205782,6.306463272,6.226198767,6.244051145,7.310650282,6.983493315,6.868249957,7.054242378,6.772902318,6.582336699,6.454841394,6.230578053,6.227919377,7.277044752,7.260299264,7.594991584,7.860707786,7.472700713,7.093894449,6.354825576,6.759774634,6.157855546,6.417211711,7.747338185,7.626359652,7.332672329,7.329084363,7.021302719,6.533768118,6.256860604,6.323333402,6.340736881
6.097163156,6.091526823,6.30723532,6.263511997,6.085026353,6.181059801,6.14288323,6.290037485,6.19374399,6.066336911,6.301686798,6.10040287,6.132434608,6.294993817,6.110001231,6.081320411,6.217776589,6.268216099,6.089606355,6.209130487,6.109271824,6.1651618,6.218343741,6.041835854,6.240182864,6.149788882,6.221144832,6.080925233,6.158981417,6.227005996,5.940063766,6.188429119,6.272787811,6.190593385,6.290090946,6.1342433,6.328663242,6.30170062,6.259541053,6.400293238,6.10440209,6.382470595,5.917081343,5.840318128,6.129670645,6.282311634,6.017594363,6.252615589,6.189440862,6.191407381,6.245762602,6.125660231,6.276292669,6.171658449,6.23881584,6.160601729,6.135780531
6.081947526,6.262985081,6.042973254,6.082722728,6.050093731,6.176804578,6.035330496,6.088179022,5.723116809,6.248337966,6.116399498,6.113387862,6.239691301,6.020972244,6.130577351,6.123601719,6.351264706,6.136133757,5.769855973,6.310962605,6.018647604,6.072479353,6.034225125,6.115124254,6.263267927,6.016444857,6.205653168,6.390440894,6.173215928,6.29333853,6.112586214,6.158345793,6.326299385,6.081420611,6.12514435,6.272038981,6.222569678,5.964259587,6.092720571,6.132301739,6.513074555,6.174974716,6.345952848,6.160887928,6.180076373,6.1853531,6.112981279,6.396308669,6.18788584,6.170574808,6.083645079,6.370723216,6.193384867,6.125524026,6.051293922,6.128511399,6.113865139
8.410884852,7.287314005,7.150294536,6.825475962,6.769221416,6.827885357,6.502978271,6.685688933,6.596966541,6.682812107,7.792368707,7.132927705,6.441012428,6.925493948,6.844891066,6.754692904,6.7080331,6.7185274,6.633981856,7.523141779,7.475347421,6.856209775,6.394178002,6.832248643,6.783870908,6.587513213,6.783997933,6.649005871,6.617550639,7.679176316,6.963981459,6.370039768,6.680121622,6.71943032,6.739717214,6.721195078,6.456093297,6.616706618,8.257899386,8.363449851,7.456712005,6.651389566,6.839172745,6.960503438,6.979695717,6.764045265,6.635944229,6.469758646,8.129950434,7.560221829,6.90988398,7.951810165,6.757453831,6.610319424,6.826160615,6.742184013,6.2759014
6.560398771,6.49211795,6.696134675,6.683849008,6.454898876,6.531787214,6.407244485,6.530433438,6.451890581,6.487751701,6.598302126,6.692851335,6.724724183,6.544482664,6.651389566,6.396207118,6.58905597,6.684378693,6.439698442,6.525803723,6.580448027,6.534825475,6.771100603,6.531882719,6.513386302,6.595170595,6.53220251,6.42666892,6.333977397,6.759271818,6.570418928,6.361313189,6.66708045,6.496183081,6.410790388,6.667387831,6.540876584,6.546990105,6.98908469,6.621352349,6.827085985,6.751037532,6.652647004,6.553073852,6.66688332,6.589297424,6.629837955,6.502530254,6.420234517,6.602627777,6.804084934,6.383744705,6.31018792,6.71424516,6.465521308,6.603676135,6.434406782
6.026100714,6.413064368,6.140473778,6.022113504,6.094801075,6.441537146,6.076137462,6.402923425,6.19259522,6.286334045,5.835242084,6.259926114,6.416639824,6.062339312,6.061846296,6.061301941,6.354433937,6.067401801,6.199705809,6.07806148,6.079992151,6.008197806,6.054392786,6.082187891,6.057523414,6.229727,6.274945813,6.015650829,6.166182377,5.786146746,6.195643521,6.270793847,5.862526749,6.096573397,6.369090326,6.382102638,6.448574224,6.305947104,6.136950385,6.100366639,6.09147245,6.017369791,6.226949138,6.25469117,6.159679133,6.104522509,5.899789127,5.942619053,6.010903562,6.120392099,6.111357344,6.201004285,5.468214629,6.268456506,6.297260474,6.034844622,6.097331213
6.37403069,6.494434445,6.121070156,6.333061672,6.174762895,6.036060901,6.363837458,6.247168383,6.335624535,6.318415104,6.043175544,6.293122947,6.157130597,6.324351503,6.160263788,6.392183459,6.130551353,6.318777204,6.676072921,6.424720345,6.469900977,6.598740383,6.179530128,6.22508158,6.393637176,6.140112758,6.173503226,6.443521304,6.526839627,6.475892109,6.36374882,6.114972018,6.168164771,6.090952812,6.25008907,6.394895951,6.35430595,6.536036287,6.212623197,6.160169037,6.423924834,5.966596361,6.012631768,6.141160813,6.10353655,6.162320156,6.082615894,6.525803723,6.289334387,6.405275876,6.203487846,6.000599146,5.946332432,6.234971468,6.351067269,6.470603204,6.675149914
5.741457885,6.029820872,5.96512359,5.931583572,6.163481466,5.741457885,5.956258384,6.190546598,6.178469405,6.155782176,6.245019176,6.051337188,6.012810463,6.33494052,6.032510745,6.094946093,6.124558881,6.063697578,6.035471515,6.274608577,6.171263267,6.005015118,5.992425463,6.115051653,6.079177044,6.241192677,6.043038881,5.893030574,6.222527633,5.963688218,5.814109441,5.987367181,6.363289873,6.039938525,6.122002978,6.108396642,6.202125694,6.03221948,5.954136989,6.031796673,6.16172705,6.183597295,5.926480268,6.108756173,6.028878899,6.114437386,6.198392067,5.841724824,5.999366982,6.081357542,6.075802877,6.039938525,6.0765939,6.079674817,5.986078057,6.146222248,6.308519928
6.057762738,6.403208109,6.272684469,6.426378306,6.381428963,6.087457557,6.292464475,6.311599754,6.042085966,6.164283084,6.007903317,6.096702053,6.381680516,6.260503194,6.112149692,5.977978781,6.226617241,6.334073956,6.325713291,6.293584195,6.105037246,6.522980751,6.224952846,6.06443851,6.063732307,6.264888464,6.027698835,6.152544065,6.28978742,5.959389151,5.867809656,6.496001759,6.383390518,6.412360456,6.251489499,6.049121812,6.263941431,6.050292334,6.192529505,5.967784321,6.20949085,6.196033499,6.34855935,6.352271651,6.258264238,6.257132613,6.084055659,6.265223913,6.25178075,6.52240908,6.243202774,6.136371744,6.299615499,6.275587056,6.164169711,6.201857736,6.177589837
6.750390473,7.128724067,7.348223127,6.820718055,7.376064137,7.807686211,7.779271204,7.297645251,7.553494754,7.836821913,7.30026075,6.859191979,7.170756679,7.929488008,8.051707111,7.714421879,7.475086588,7.733536711,7.250011953,6.895876152,6.751515696,6.861330198,7.054962118,7.263635743,7.481614058,7.015232607,7.448850698,7.784794405,7.415739668,7.131866393,6.656015644,6.907342441,7.556662636,7.601433133,7.237328395,7.433851092,7.347464181,7.190572556,6.980811847,7.058451385,7.11284423,7.362198135,7.589230255,7.551871286,7.677985848,7.310650282,7.378311856,7.214131681,7.059972508,6.70933273,6.822136163,7.193398857,7.57663356,7.92258192,7.224239128,7.201624714,7.10638458
8.852890658,9.182455934,8.86377876,8.944411212,7.858322357,7.704688963,8.218854333,8.877853516,8.740670245,8.691717745,9.400173515,8.856648312,8.448589205,8.112627139,7.591606019,8.000576803,9.368838085,8.784149687,8.481044436,8.246675156,8.635502978,8.629970343,8.392599935,7.987526547,7.77188128,7.900060798,8.43842056,8.77794512,9.154160828,8.582248057,8.425987933,7.951393706,7.692314595,8.052492662,8.474164636,8.891154252,9.288182809,9.068345043,8.927465784,9.78939435,9.093046078,8.925854935,8.815502033,8.44094073,8.100731459,8.488517555,9.246217969,9.419593871,9.148673293,8.886045034,8.782123721,8.89001299,8.457927698,8.048831987,8.824644801,9.235022792,9.002122409
6.077770416,6.206746239,6.022754835,6.202598934,6.182217939,5.922321875,6.113865139,6.292343068,6.198379752,6.197210007,6.357767899,6.096182641,6.215836384,6.204245845,5.931649472,6.193925792,6.148102878,6.177377388,6.050022344,6.286541845,6.09697681,6.255540738,6.199443294,6.104656464,6.235322009,6.320844736,6.140459454,6.149181203,5.996055322,6.36881646,6.046353446,6.278951906,6.118996265,6.398631392,6.24111339,6.115281195,6.212081044,6.278169662,6.196614795,6.393373288,6.060521599,6.051101496,6.216915654,6.176387338,6.07527354,6.08798315,6.440475911,6.157474105,6.110688366,6.231286582,6.295220511,6.162413889,6.162599146,6.03497698,5.898946528,6.405665189,6.232006942
6.438871793,6.337731904,6.392147467,6.362319783,6.278540931,6.26580594,6.493369314,6.286884822,6.434575017,6.194733283,6.417065236,6.523500954,6.443663132,6.273372893,6.427058076,6.339335774,6.254398771,6.389429381,6.310744244,6.479306458,6.48351275,6.4271474,6.313234793,6.402510606,6.384025498,6.376123082,6.359868948,6.482673782,6.410841213,6.357493006,6.341104243,6.517917576,6.53456256,6.421629275,6.325962051,6.484490346,6.440551535,6.561439153,6.53887591,6.444896393,6.473412362,6.44929189,6.545495804,6.437904457,6.397793191,6.548857291,6.313410349,6.37309615,6.402297805,6.504568672,6.458799895,6.67251562,6.365604357,6.377737711,6.415936599,6.31390532,6.253430025
6.553799646,6.422574865,6.33372028,6.652520743,6.567197449,6.489650605,6.453570788,6.373253447,6.376712919,6.355687185,6.413978313,6.128275123,6.41334499,6.486737302,6.414333358,6.324551669,6.463044786,6.437516699,6.517542941,6.333294258,6.305525005,6.567448703,6.323127091,6.453880417,6.347494722,6.318462845,6.405476685,6.404404178,6.419099965,6.391369916,6.43622181,6.427045026,6.40203992,6.445340368,6.313732041,6.409835272,6.505636982,6.397288768,6.315194799,6.469361314,6.449768973,6.603317118,6.367705129,6.397023358,6.40212495,6.63328641,6.556181279,6.379605546,6.40886858,6.545096047,6.686610208,6.567911936,6.495347997,6.304096323,6.372340783,6.397432679,6.367904375
7.31886436,6.825822846,6.976615609,6.853925429,7.324828774,7.253418973,7.658304074,7.854174557,7.7660144,8.091929575,6.990981469,6.995499254,6.708828925,7.42940727,7.359394762,7.726029736,7.482622436,7.486269375,7.769622039,7.245955526,7.448286005,7.109398157,6.921781151,7.023129755,7.397311493,7.38021298,7.860707786,8.002291955,7.233254816,6.88456442,7.126497442,7.228632392,7.044538755,7.27849697,7.538382109,7.428408581,7.5685736,7.631934699,7.352969505,7.154997823,7.291243638,7.208421742,7.187534227,7.060349851,7.41434335,7.434406401,7.440561175,7.877129535,7.584018362,7.106604171,6.972893214,7.260299264,7.600897272,7.467089755,7.579795437,7.499766206,7.363241752
